




nomine642_jpeg.rf.0092b4f312400f3b81e28e7a16290d95.jpg,29,0,354,272,Tailings









nomine859_jpeg.rf.02f78ebd610a45f3ebe9f68e66642209.jpg,0,0,414,414,Tailings












nomine766_jpeg.rf.0469a628aa8a3c360dd2222c85618dd2.jpg,131,2,398,415,Tailings







nomine654_jpeg.rf.04f51d055e3a9e2ebfb5e397fd3bcdb6.jpg,0,0,411,415,Tailings










nomine286_jpeg.rf.06c07b44f4ffddc06f101c724dc6ce90.jpg,77,90,389,405,Tailings


nomine253_jpeg.rf.078fb20e7e0a548618781dc3b0ae19ce.jpg,50,120,339,332,Tailings






nomine802_jpeg.rf.087aace41d38fc7b57b75a070aed1e16.jpg,108,130,416,394,Tailings
nomine269_jpeg.rf.08ecec961656a8b3099f760e9438f64e.jpg,61,147,324,364,Tailings







nomine697_jpeg.rf.0a940457c7eb8007b0c6dab112919f92.jpg,2,22,415,373,Tailings






nomine642_jpeg.rf.0bdbd8712fcaa3702c3b747be8f3eac3.jpg,62,144,387,416,Tailings






nomine443_jpeg.rf.0c408d5b7947ff516a52550b59a50fc5.jpg,0,0,414,414,Tailings




nomine623_jpeg.rf.0db1a8674af8cc8082d49d1e6c86eb3e.jpg,0,0,414,414,Tailings
nomine506_jpeg.rf.0db3872c8ae0b87705e49afc22cba5d9.jpg,2,0,415,415,Tailings


nomine183_jpeg.rf.0ec4676da0d494ddd99affab6bd06965.jpg,108,2,415,346,Tailings



















nomine320_jpeg.rf.1233172e3c020281e9591407f7a3e827.jpg,63,45,360,345,Tailings




nomine750_jpeg.rf.12c23eefa62cda2f0c12b94252940d73.jpg,91,146,391,415,Tailings


nomine71_jpeg.rf.12f4acd7cd714729284dd33490334a4c.jpg,2,56,314,414,Tailings
nomine707_jpeg.rf.1327a534339eeb99c67babfd059f1d6f.jpg,0,2,414,414,Tailings

nomine639_jpeg.rf.1345d03eb0b010d91b3fe23a6850140d.jpg,52,87,387,328,Tailings


nomine951_jpeg.rf.13ea78d456bbbb9537d8e1523e21be9f.jpg,100,92,387,372,Tailings








nomine1049_jpeg.rf.157792ec57ab31b54355c84541197da8.jpg,143,143,415,415,Tailings

nomine1053_jpeg.rf.158dcaab97f82ea1ab52cb339f4c1092.jpg,0,2,354,256,Tailings





nomine1053_jpeg.rf.173ed2956f6fd7e5ca69a2a8d2ecc621.jpg,62,2,416,256,Tailings




nomine1012_jpeg.rf.1811197b7d67de7aa01aa2cd99ee85e0.jpg,2,42,347,372,Tailings











nomine1069_jpeg.rf.199798eba5eee36f0a21e9a278145448.jpg,0,202,413,415,Tailings


nomine1004_jpeg.rf.19c1be737ff86540dfbcee60b0dfe06a.jpg,0,0,414,414,Tailings

















nomine459_jpeg.rf.1d9311aae0420704229d27e0b482002a.jpg,19,110,408,414,Tailings












nomine204_jpeg.rf.1ed9176c3653099f5a7ad54ef7aa195e.jpg,52,1,273,266,Tailings










nomine592_jpeg.rf.21d4f678dac84489b8f875738ea3ec15.jpg,2,0,281,219,Tailings


nomine859_jpeg.rf.22cdfba79db95ec070052234e22c0483.jpg,2,0,415,415,Tailings




nomine496_jpeg.rf.2401fd9b379378feba931eb1daae17b9.jpg,0,0,414,414,Tailings
nomine727_jpeg.rf.24e48eec269ec52cb52bc7727abd8d9c.jpg,29,138,415,415,Tailings

nomine506_jpeg.rf.2505cbd7b629c617548d7d7ae2a49412.jpg,0,0,414,414,Tailings


nomine51_jpeg.rf.2538507d43ca7abd6f891a7382586862.jpg,81,4,414,414,Tailings















nomine195_jpeg.rf.27d9ed9e752d16ca0114cab33fdd3cce.jpg,6,91,389,414,Tailings

















nomine228_jpeg.rf.2b788f7887203764a64063622ae3e986.jpg,1,0,292,415,Tailings




nomine341_jpeg.rf.2c6e6851283b073473bd7d9188f585c5.jpg,0,19,379,414,Tailings
nomine592_jpeg.rf.2c90f2ff7f16260cfc5bac85442cc908.jpg,135,197,415,415,Tailings










nomine681_jpeg.rf.2e18aae36c2856a2269ed946b40f124b.jpg,50,2,415,321,Tailings




nomine623_jpeg.rf.2ed3fc9c2bb6425f2accc6e942e98a6e.jpg,2,0,415,415,Tailings
























nomine320_jpeg.rf.32e08295be35b7295ff89f486914bfae.jpg,63,71,360,371,Tailings
nomine838_jpeg.rf.32f909742bf1bc4668ca122f9571379a.jpg,0,2,252,350,Tailings






nomine443_jpeg.rf.3438f94ff23d702e2b518c59106fde17.jpg,2,2,415,415,Tailings

nomine47_jpeg.rf.348e21cb62c79567be22e7f8ad8f8f15.jpg,0,130,341,382,Tailings

nomine1049_jpeg.rf.34b0cb3c7f78e28b7e7f2bad8160aec4.jpg,0,0,273,273,Tailings
















nomine228_jpeg.rf.3664cff829efd5bccf5bdd0d6eb6332e.jpg,1,1,292,415,Tailings



















nomine398_jpeg.rf.3aba3b56a73d6d296138cf1218828a35.jpg,74,0,415,280,Tailings








nomine30_jpeg.rf.3c6402aa08bf86a794e6a215668fb8af.jpg,125,120,415,375,Tailings
nomine382_jpeg.rf.3c8b470af41dbb425645d7fea9eeec2c.jpg,0,2,348,383,Tailings




nomine204_jpeg.rf.3defc1f4c111ecda4be865c1aa02ba00.jpg,52,150,273,415,Tailings


nomine951_jpeg.rf.3dfa70ed774323f69d9b48314c5b943d.jpg,100,44,387,324,Tailings




nomine394_jpeg.rf.407f8729840105541fef83e453be85ba.jpg,81,146,414,414,Tailings








nomine551_jpeg.rf.3dc060c7b885a79f581c549daa6ef6d3.jpg,165,82,394,416,Tailings

















nomine101_jpeg.rf.44b75bdbbc369b58d260330b28228239.jpg,30,20,351,350,Tailings










nomine269_jpeg.rf.47b568f8e07074ac872506905824a065.jpg,61,52,324,269,Tailings














































nomine879_jpeg.rf.510adbf731e3941fcc231124f458f034.jpg,0,54,414,404,Tailings






nomine71_jpeg.rf.51c9880cdb568ddb13115c23df9d51ac.jpg,102,56,414,414,Tailings




















nomine674_jpeg.rf.55242282f6abb48d1fa6b96b677dfa02.jpg,2,0,402,402,Tailings








nomine10_jpeg.rf.56dbb2b03d4c16901c8d0c4f21dd7ba3.jpg,185,0,415,329,Tailings









nomine414_jpeg.rf.58f80db9fa8d3a73f209ba8be8c42326.jpg,69,56,414,350,Tailings
nomine121_jpeg.rf.593f8d127b463efe182746babb96a8c8.jpg,27,1,415,415,Tailings

nomine635_jpeg.rf.599e28e216298b9bee1adfb3c2e3d300.jpg,87,0,254,331,Tailings






















nomine727_jpeg.rf.5e8f0b11e49506b7866740c4a867da59.jpg,0,138,388,415,Tailings




















nomine438_jpeg.rf.61e2d0037f8dd814e9a35b3100103757.jpg,0,0,414,414,Tailings



nomine947_jpeg.rf.6231b8eb83581774be4519472ed5a4e5.jpg,53,57,345,266,Tailings








nomine300_jpeg.rf.63187b4597794d541287b3272c298e94.jpg,29,106,368,414,Tailings


nomine286_jpeg.rf.6392cf54c29861ae73c479d694fd8eec.jpg,77,12,389,327,Tailings
nomine1086_jpeg.rf.63ae4c9726c5d04fe342d8f754d686fc.jpg,2,2,415,329,Tailings











